date,avg_wind_speed_all_stations,avg_wind_speed_cubed,wind_direction_sin,wind_direction_cos,installed_wind_capacity_mw,predicted_wind_generation_kwh,Actual Energy created (kWh),error_kwh,absolute_error_kwh,percentage_error
2022-01-21,6.3780833333333335,259.4600920058756,-0.6627803756093449,0.7488138444948356,9000,23680959.07796588,32182310,-8501350.922034118,8501350.922034118,26.416223453301264
2022-01-22,4.03025,65.46300843064061,-0.8745019782458155,0.4850219480025159,9000,9203503.995542372,12682864,-3479360.0044576284,3479360.0044576284,27.43355132135477
2022-01-23,2.1747500000000004,10.28556181404688,-0.5900429984279028,-0.8073718226481588,9000,826057.3338761202,689437,136620.33387612016,136620.33387612016,19.81621727237154
2022-01-24,1.8696666666666668,6.535706723296298,0.2733131778152422,-0.9619251045858684,9000,751178.8700223609,496717,254461.87002236093,254461.87002236093,51.22874192394481
2022-01-25,1.8619166666666669,6.454769205791088,-0.3828179354309892,-0.9238238080458604,9000,778606.1065391426,1817465,-1038858.8934608574,1038858.8934608574,57.15977438139702
2022-01-26,5.624583333333334,177.9389677733652,-0.9261683945947042,-0.3771102025321886,9000,18546606.049431175,39411626,-20865019.950568825,20865019.950568825,52.94128171867059
2022-01-27,8.941416666666667,714.8567131290932,-0.995324434002228,0.0965881518517912,9000,57606398.99482295,90256391,-32649992.00517705,32649992.00517705,36.17471476914809
2022-01-28,5.992500000000001,215.19101207812503,-0.99963506943672,-0.0270134772334896,9000,23395837.06514814,41317533,-17921695.93485186,17921695.93485186,43.37552277105184
2022-01-29,10.048666666666666,1014.6711685976294,-0.9971695634220392,-0.0751855157906095,9000,68505168.24824212,104282220,-35777051.751757875,35777051.751757875,34.3079115037615
2022-01-30,6.799083333333333,314.3048571408964,-0.9428236496234268,0.3332920126717136,9000,31792490.174943306,54720860,-22928369.825056694,22928369.825056694,41.90060211966094
2022-01-31,12.560666666666666,1981.7007399469628,-0.7623118387599322,0.6472099045027441,9000,85004204.51361296,92111225,-7107020.486387044,7107020.486387044,7.715694245068443
2022-02-01,9.219166666666666,783.5649462077546,-0.9760148087507312,0.2177041412083698,9000,57608171.64986925,88222976,-30614804.35013075,30614804.35013075,34.701622795099034
2022-02-02,5.940250000000001,209.6110478137657,-0.9795222916677688,0.2013357398126875,9000,23189066.00943135,47223750,-24034683.99056865,24034683.99056865,50.89533124872262
2022-02-03,6.603166666666667,287.9100185817546,-0.7344604079796753,-0.6786515373226005,9000,29511138.102353916,57076379,-27565240.897646084,27565240.897646084,48.29535681940525
